Observation station,Year,Month,Day,Time [Local time],Wind speed [m/s],Snow depth [cm],Precipitation amount [mm],Air temperature [°C],Relative humidity [%],Dew-point temperature [°C],Gust speed [m/s]
"Sodankylä Tähtelä","2023","02","11","01:46","1.5","64","0","-14.1","81","-16.7","5.1"
"Sodankylä Tähtelä","2023","02","11","01:47","1.2","64","0","-14.3","81","-16.8","3.8"
"Sodankylä Tähtelä","2023","02","11","01:48","1.1","64","0","-14.5","82","-16.9","3.8"
"Sodankylä Tähtelä","2023","02","11","01:49","1","64","0","-14.6","81","-17.1","3.1"
"Sodankylä Tähtelä","2023","02","11","01:50","1","64","0","-14.8","81","-17.3","3.1"
"Sodankylä Tähtelä","2023","02","11","01:51","1","64","0","-14.9","81","-17.4","2.9"
"Sodankylä Tähtelä","2023","02","11","01:52","1.1","64","0","-15","82","-17.4","2.2"
"Sodankylä Tähtelä","2023","02","11","01:53","1.1","64","0","-15","82","-17.4","2.2"
"Sodankylä Tähtelä","2023","02","11","01:54","1.2","64","0","-15.1","82","-17.5","2.2"
"Sodankylä Tähtelä","2023","02","11","01:55","1.3","64","0","-15.2","82","-17.6","2.2"
"Sodankylä Tähtelä","2023","02","11","01:56","1.4","64","0","-15.4","81","-17.8","2.2"
"Sodankylä Tähtelä","2023","02","11","01:57","1.5","64","0","-15.4","81","-17.9","2.2"
"Sodankylä Tähtelä","2023","02","11","01:58","1.5","64","0","-15.5","81","-18","2.2"
"Sodankylä Tähtelä","2023","02","11","01:59","1.5","64","0","-15.6","82","-18","2.2"
"Sodankylä Tähtelä","2023","02","11","02:00","1.5","64","0","-15.7","81","-18.1","2.2"
"Sodankylä Tähtelä","2023","02","11","02:01","1.5","64","0","-15.7","81","-18.2","2.2"
"Sodankylä Tähtelä","2023","02","11","02:02","1.6","64","0","-15.8","82","-18.2","2.3"
"Sodankylä Tähtelä","2023","02","11","02:03","1.6","64","0","-15.9","82","-18.3","2.5"
"Sodankylä Tähtelä","2023","02","11","02:04","1.6","64","0","-16","82","-18.4","2.6"
"Sodankylä Tähtelä","2023","02","11","02:05","1.8","64","0","-16.1","82","-18.5","2.7"
"Sodankylä Tähtelä","2023","02","11","02:06","1.9","64","0","-16.2","81","-18.7","2.9"
"Sodankylä Tähtelä","2023","02","11","02:07","2","64","0","-16.2","81","-18.7","2.9"
"Sodankylä Tähtelä","2023","02","11","02:08","2.1","64","0","-16.2","82","-18.6","2.9"
"Sodankylä Tähtelä","2023","02","11","02:09","2.3","64","0","-16.2","83","-18.5","2.9"
"Sodankylä Tähtelä","2023","02","11","02:10","2.4","64","0","-16.2","83","-18.4","3"
"Sodankylä Tähtelä","2023","02","11","02:11","2.5","64","0","-16.3","84","-18.4","3.2"
"Sodankylä Tähtelä","2023","02","11","02:12","2.5","64","0","-16.3","84","-18.4","3.2"
"Sodankylä Tähtelä","2023","02","11","02:13","2.6","64","0","-16.3","83","-18.4","3.2"
"Sodankylä Tähtelä","2023","02","11","02:14","2.6","64","0","-16.3","83","-18.5","3.2"
"Sodankylä Tähtelä","2023","02","11","02:15","2.6","64","0","-16.3","84","-18.5","3.2"
"Sodankylä Tähtelä","2023","02","11","02:16","2.5","64","0","-16.3","84","-18.5","3.2"
"Sodankylä Tähtelä","2023","02","11","02:17","2.5","64","0","-16.3","84","-18.4","3.2"
"Sodankylä Tähtelä","2023","02","11","02:18","2.4","64","0","-16.4","84","-18.5","3.2"
"Sodankylä Tähtelä","2023","02","11","02:19","2.3","64","0","-16.4","83","-18.5","3.2"
"Sodankylä Tähtelä","2023","02","11","02:20","2.2","64","0","-16.5","83","-18.6","3.2"
"Sodankylä Tähtelä","2023","02","11","02:21","2.1","64","0","-16.5","83","-18.7","3.1"
"Sodankylä Tähtelä","2023","02","11","02:22","2","64","0","-16.6","83","-18.8","3"
"Sodankylä Tähtelä","2023","02","11","02:23","1.8","64","0","-16.7","83","-18.9","3"
"Sodankylä Tähtelä","2023","02","11","02:24","1.6","64","0","-16.8","82","-19.1","3"
"Sodankylä Tähtelä","2023","02","11","02:25","1.4","64","0","-16.9","82","-19.2","3"
"Sodankylä Tähtelä","2023","02","11","02:26","1.3","64","0","-17","82","-19.4","2.6"
"Sodankylä Tähtelä","2023","02","11","02:27","1.3","64","0","-17.1","81","-19.6","3"
"Sodankylä Tähtelä","2023","02","11","02:28","1.4","64","0","-17.3","81","-19.7","3.2"
"Sodankylä Tähtelä","2023","02","11","02:29","1.6","64","0","-17.3","81","-19.8","3.3"
"Sodankylä Tähtelä","2023","02","11","02:30","1.7","64","0","-17.4","82","-19.8","3.5"
"Sodankylä Tähtelä","2023","02","11","02:31","1.8","64","0","-17.5","82","-19.9","3.5"
"Sodankylä Tähtelä","2023","02","11","02:32","2","64","0","-17.6","82","-19.9","3.5"
"Sodankylä Tähtelä","2023","02","11","02:33","2.2","64","0","-17.6","82","-19.9","3.5"
"Sodankylä Tähtelä","2023","02","11","02:34","2.4","65","0","-17.7","82","-20","3.5"
"Sodankylä Tähtelä","2023","02","11","02:35","2.6","64","0","-17.7","82","-20.1","3.5"
"Sodankylä Tähtelä","2023","02","11","02:36","2.8","64","0","-17.8","82","-20.2","3.5"
"Sodankylä Tähtelä","2023","02","11","02:37","2.8","64","0","-17.9","82","-20.3","3.5"
"Sodankylä Tähtelä","2023","02","11","02:38","2.7","64","0","-18.1","81","-20.5","3.5"
"Sodankylä Tähtelä","2023","02","11","02:39","2.6","64","0","-18.2","81","-20.7","3.5"
"Sodankylä Tähtelä","2023","02","11","02:40","2.5","64","0","-18.3","81","-20.8","3.3"
"Sodankylä Tähtelä","2023","02","11","02:41","2.5","64","0","-18.5","80","-21","3.3"
"Sodankylä Tähtelä","2023","02","11","02:42","2.4","64","0","-18.5","80","-21.1","3.2"
"Sodankylä Tähtelä","2023","02","11","02:43","2.2","64","0","-18.6","80","-21.1","3.1"
"Sodankylä Tähtelä","2023","02","11","02:44","2.1","64","0","-18.6","81","-21.1","3.1"
"Sodankylä Tähtelä","2023","02","11","02:45","1.9","64","0","-18.7","81","-21.2","2.6"
"Sodankylä Tähtelä","2023","02","11","02:46","1.8","64","0","-18.7","81","-21.1","2.5"
"Sodankylä Tähtelä","2023","02","11","02:47","1.7","64","0","-18.7","81","-21.1","2.4"
"Sodankylä Tähtelä","2023","02","11","02:48","1.6","64","0","-18.7","82","-21","2.4"
"Sodankylä Tähtelä","2023","02","11","02:49","1.4","64","0","-18.7","82","-21","2.1"
"Sodankylä Tähtelä","2023","02","11","02:50","1.4","64","0","-18.7","82","-20.9","2.1"
"Sodankylä Tähtelä","2023","02","11","02:51","1.3","64","0","-18.7","83","-20.9","1.9"
"Sodankylä Tähtelä","2023","02","11","02:52","1.1","64","0","-18.7","83","-20.8","1.9"
"Sodankylä Tähtelä","2023","02","11","02:53","1.1","65","0","-18.7","83","-20.8","2"
"Sodankylä Tähtelä","2023","02","11","02:54","1.2","65","0","-18.6","83","-20.7","2"
"Sodankylä Tähtelä","2023","02","11","02:55","1.2","65","0","-18.6","84","-20.7","2.1"
"Sodankylä Tähtelä","2023","02","11","02:56","1.3","65","0","-18.6","84","-20.7","2.3"
"Sodankylä Tähtelä","2023","02","11","02:57","1.4","65","0","-18.6","84","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","02:58","1.5","65","0","-18.5","85","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","02:59","1.6","65","0","-18.5","85","-20.4","2.8"
"Sodankylä Tähtelä","2023","02","11","03:00","1.7","65","0","-18.5","85","-20.4","2.8"
"Sodankylä Tähtelä","2023","02","11","03:01","1.8","65","0","-18.5","85","-20.4","2.8"
"Sodankylä Tähtelä","2023","02","11","03:02","2","65","0","-18.5","85","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","03:03","2","65","0","-18.5","85","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","03:04","2","65","0","-18.5","85","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","03:05","2.1","65","0","-18.5","85","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","03:06","2.1","65","0","-18.5","85","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","03:07","2.1","65","0","-18.5","85","-20.4","2.8"
"Sodankylä Tähtelä","2023","02","11","03:08","2","65","0","-18.5","85","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","03:09","2","65","0","-18.5","84","-20.5","2.8"
"Sodankylä Tähtelä","2023","02","11","03:10","2","65","0","-18.6","84","-20.6","2.8"
"Sodankylä Tähtelä","2023","02","11","03:11","2","65","0","-18.6","84","-20.6","2.8"
"Sodankylä Tähtelä","2023","02","11","03:12","2","65","0","-18.6","84","-20.7","2.8"
"Sodankylä Tähtelä","2023","02","11","03:13","2.1","65","0","-18.6","84","-20.7","2.8"
"Sodankylä Tähtelä","2023","02","11","03:14","2.1","64","0","-18.6","84","-20.7","2.8"
"Sodankylä Tähtelä","2023","02","11","03:15","2","64","0","-18.6","84","-20.7","2.8"
"Sodankylä Tähtelä","2023","02","11","03:16","2","64","0","-18.7","84","-20.7","2.8"
"Sodankylä Tähtelä","2023","02","11","03:17","2.1","64","0","-18.7","84","-20.7","3.2"
"Sodankylä Tähtelä","2023","02","11","03:18","2.1","64","0","-18.7","84","-20.7","3.2"
"Sodankylä Tähtelä","2023","02","11","03:19","2.1","64","0","-18.7","84","-20.8","3.2"
"Sodankylä Tähtelä","2023","02","11","03:20","2.1","64","0","-18.7","83","-20.8","3.2"
"Sodankylä Tähtelä","2023","02","11","03:21","2.1","64","0","-18.7","83","-20.9","3.6"
"Sodankylä Tähtelä","2023","02","11","03:22","2.1","64","0","-18.7","83","-20.9","3.6"
"Sodankylä Tähtelä","2023","02","11","03:23","2.2","64","0","-18.8","83","-20.9","3.6"
"Sodankylä Tähtelä","2023","02","11","03:24","2.2","65","0","-18.8","83","-20.9","3.6"
"Sodankylä Tähtelä","2023","02","11","03:25","2.2","65","0","-18.8","83","-20.9","3.6"
"Sodankylä Tähtelä","2023","02","11","03:26","2.3","65","0","-18.8","83","-20.9","3.6"
"Sodankylä Tähtelä","2023","02","11","03:27","2.3","65","0","-18.8","83","-21","4.2"
"Sodankylä Tähtelä","2023","02","11","03:28","2.4","65","0","-18.8","83","-21","4.2"
"Sodankylä Tähtelä","2023","02","11","03:29","2.5","65","0","-18.8","83","-20.9","4.2"
"Sodankylä Tähtelä","2023","02","11","03:30","2.4","65","0","-18.9","83","-21","4.4"
"Sodankylä Tähtelä","2023","02","11","03:31","2.4","65","0","-18.9","83","-21","4.4"
"Sodankylä Tähtelä","2023","02","11","03:32","2.3","65","0","-18.9","83","-21","4.4"
"Sodankylä Tähtelä","2023","02","11","03:33","2.3","65","0","-18.9","83","-21","4.4"
"Sodankylä Tähtelä","2023","02","11","03:34","2.3","65","0","-18.9","84","-21","4.4"
"Sodankylä Tähtelä","2023","02","11","03:35","2.3","65","0","-18.9","84","-20.9","4.4"
"Sodankylä Tähtelä","2023","02","11","03:36","2.2","65","0","-18.9","84","-20.9","4.4"
"Sodankylä Tähtelä","2023","02","11","03:37","2.1","65","0","-18.9","84","-20.9","4.4"
"Sodankylä Tähtelä","2023","02","11","03:38","2.1","65","0","-18.9","84","-20.9","4.4"
"Sodankylä Tähtelä","2023","02","11","03:39","2.1","65","0","-18.9","84","-20.9","4.4"
"Sodankylä Tähtelä","2023","02","11","03:40","2.1","65","0","-18.9","84","-20.8","3.1"
"Sodankylä Tähtelä","2023","02","11","03:41","2.1","65","0","-18.9","85","-20.8","3.1"
"Sodankylä Tähtelä","2023","02","11","03:42","2","65","0","-18.9","85","-20.8","3.1"
"Sodankylä Tähtelä","2023","02","11","03:43","2","65","0","-18.8","85","-20.8","3.1"
"Sodankylä Tähtelä","2023","02","11","03:44","1.9","65","0","-18.9","85","-20.8","3.1"
"Sodankylä Tähtelä","2023","02","11","03:45","1.8","65","0","-18.9","84","-20.9","3.1"
"Sodankylä Tähtelä","2023","02","11","03:46","1.8","65","0","-18.9","84","-21","3.1"
"Sodankylä Tähtelä","2023","02","11","03:47","1.7","65","0","-19","83","-21.1","3.1"
"Sodankylä Tähtelä","2023","02","11","03:48","1.6","65","0","-19","83","-21.1","3.1"
"Sodankylä Tähtelä","2023","02","11","03:49","1.6","65","0","-19","84","-21.1","2.8"
"Sodankylä Tähtelä","2023","02","11","03:50","1.6","65","0","-19","84","-21","2.8"
"Sodankylä Tähtelä","2023","02","11","03:51","1.6","65","0","-19","84","-21","2.8"
"Sodankylä Tähtelä","2023","02","11","03:52","1.6","65","0","-19","84","-21","2.8"
"Sodankylä Tähtelä","2023","02","11","03:53","1.6","65","0","-19","84","-21.1","2.8"
"Sodankylä Tähtelä","2023","02","11","03:54","1.6","65","0","-19","83","-21.1","2.8"
"Sodankylä Tähtelä","2023","02","11","03:55","1.6","65","0","-19","83","-21.1","2.8"
"Sodankylä Tähtelä","2023","02","11","03:56","1.6","65","0","-19.1","83","-21.2","2.8"
"Sodankylä Tähtelä","2023","02","11","03:57","1.6","65","0","-19.1","83","-21.2","2.7"
"Sodankylä Tähtelä","2023","02","11","03:58","1.5","65","0","-19.1","83","-21.2","2.7"
"Sodankylä Tähtelä","2023","02","11","03:59","1.5","65","0","-19.1","83","-21.3","2.7"
"Sodankylä Tähtelä","2023","02","11","04:00","1.4","65","0","-19.1","83","-21.3","2.6"
"Sodankylä Tähtelä","2023","02","11","04:01","1.3","65","0","-19.2","83","-21.3","2.6"
"Sodankylä Tähtelä","2023","02","11","04:02","1.2","65","0","-19.2","83","-21.4","2.6"
"Sodankylä Tähtelä","2023","02","11","04:03","1.1","65","0","-19.3","83","-21.5","2.6"
"Sodankylä Tähtelä","2023","02","11","04:04","1.1","65","0","-19.3","82","-21.6","2.6"
"Sodankylä Tähtelä","2023","02","11","04:05","1","64","0","-19.3","82","-21.5","2.6"
"Sodankylä Tähtelä","2023","02","11","04:06","0.9","64","0","-19.3","83","-21.5","2.1"
"Sodankylä Tähtelä","2023","02","11","04:07","0.9","65","0","-19.3","83","-21.5","2.1"
"Sodankylä Tähtelä","2023","02","11","04:08","0.9","65","0","-19.3","83","-21.4","2.1"
"Sodankylä Tähtelä","2023","02","11","04:09","0.8","65","0","-19.2","84","-21.3","2.1"
"Sodankylä Tähtelä","2023","02","11","04:10","0.9","65","0","-19.2","84","-21.2","2.1"
"Sodankylä Tähtelä","2023","02","11","04:11","0.9","65","0","-19.2","85","-21.1","2.1"
"Sodankylä Tähtelä","2023","02","11","04:12","0.9","65","0","-19.2","85","-21.1","2.1"
"Sodankylä Tähtelä","2023","02","11","04:13","1","65","0","-19.2","85","-21.1","2.2"
"Sodankylä Tähtelä","2023","02","11","04:14","1.1","65","0","-19.1","85","-21.1","3.3"
"Sodankylä Tähtelä","2023","02","11","04:15","1.3","65","0","-19.1","85","-21","3.3"
"Sodankylä Tähtelä","2023","02","11","04:16","1.4","65","0","-19.1","85","-21","3.6"
"Sodankylä Tähtelä","2023","02","11","04:17","1.5","65","0","-19","85","-20.9","3.6"
"Sodankylä Tähtelä","2023","02","11","04:18","1.6","65","0","-19","86","-20.8","3.6"
"Sodankylä Tähtelä","2023","02","11","04:19","1.6","65","0","-19","86","-20.7","3.6"
"Sodankylä Tähtelä","2023","02","11","04:20","1.7","65","0","-18.9","86","-20.7","3.6"
"Sodankylä Tähtelä","2023","02","11","04:21","1.7","65","0","-18.9","86","-20.6","3.6"
"Sodankylä Tähtelä","2023","02","11","04:22","1.8","65","0","-18.8","86","-20.6","3.6"
"Sodankylä Tähtelä","2023","02","11","04:23","1.9","65","0","-18.8","86","-20.5","4.6"
"Sodankylä Tähtelä","2023","02","11","04:24","1.9","65","0","-18.8","86","-20.6","4.6"
"Sodankylä Tähtelä","2023","02","11","04:25","1.9","65","0","-18.8","86","-20.5","4.6"
"Sodankylä Tähtelä","2023","02","11","04:26","2","65","0","-18.8","86","-20.5","4.6"
"Sodankylä Tähtelä","2023","02","11","04:27","2","65","0","-18.8","86","-20.5","4.6"
"Sodankylä Tähtelä","2023","02","11","04:28","2","65","0","-18.7","86","-20.4","4.6"
"Sodankylä Tähtelä","2023","02","11","04:29","2.1","65","0","-18.5","87","-20.1","4.6"
"Sodankylä Tähtelä","2023","02","11","04:30","2.1","65","0","-18.5","88","-20.1","4.6"
"Sodankylä Tähtelä","2023","02","11","04:31","2.2","65","0","-18.5","87","-20.1","4.6"
"Sodankylä Tähtelä","2023","02","11","04:32","2.3","65","0","-18.5","87","-20.1","4.6"
"Sodankylä Tähtelä","2023","02","11","04:33","2.2","65","0","-18.5","87","-20.2","3.7"
"Sodankylä Tähtelä","2023","02","11","04:34","2.3","65","0","-18.6","86","-20.3","3.8"
"Sodankylä Tähtelä","2023","02","11","04:35","2.2","65","0","-18.6","85","-20.5","3.8"
"Sodankylä Tähtelä","2023","02","11","04:36","2.2","64","0","-18.7","84","-20.7","3.8"
"Sodankylä Tähtelä","2023","02","11","04:37","2.2","64","0","-18.7","84","-20.8","3.8"
"Sodankylä Tähtelä","2023","02","11","04:38","2.2","64","0","-18.8","84","-20.8","3.8"
"Sodankylä Tähtelä","2023","02","11","04:39","2.2","64","0","-18.8","83","-20.9","3.8"
"Sodankylä Tähtelä","2023","02","11","04:40","2.1","64","0","-18.8","83","-20.9","3.8"
"Sodankylä Tähtelä","2023","02","11","04:41","2","64","0","-18.9","83","-21","3.8"
"Sodankylä Tähtelä","2023","02","11","04:42","2","64","0","-18.9","83","-21.1","3.8"
"Sodankylä Tähtelä","2023","02","11","04:43","2","64","0","-18.9","83","-21.1","3.8"
"Sodankylä Tähtelä","2023","02","11","04:44","1.9","64","0","-18.9","83","-21.1","3.5"
"Sodankylä Tähtelä","2023","02","11","04:45","1.9","65","0","-18.9","84","-21","3.5"
"Sodankylä Tähtelä","2023","02","11","04:46","1.8","65","0","-18.8","84","-20.9","3.5"
"Sodankylä Tähtelä","2023","02","11","04:47","1.6","65","0","-18.9","84","-20.9","3.5"
"Sodankylä Tähtelä","2023","02","11","04:48","1.6","65","0","-18.9","84","-20.9","3.5"
"Sodankylä Tähtelä","2023","02","11","04:49","1.6","65","0","-18.9","84","-20.9","3.5"
"Sodankylä Tähtelä","2023","02","11","04:50","1.5","65","0","-18.9","84","-20.9","3.5"
"Sodankylä Tähtelä","2023","02","11","04:51","1.5","65","0","-18.9","84","-20.9","3.5"
"Sodankylä Tähtelä","2023","02","11","04:52","1.4","65","0","-19","84","-21.1","2.9"
"Sodankylä Tähtelä","2023","02","11","04:53","1.3","65","0","-19.1","83","-21.2","2.9"
"Sodankylä Tähtelä","2023","02","11","04:54","1.3","65","0","-19.1","83","-21.3","2.9"
"Sodankylä Tähtelä","2023","02","11","04:55","1.3","65","0","-19.2","83","-21.4","2.9"
"Sodankylä Tähtelä","2023","02","11","04:56","1.2","65","0","-19.2","83","-21.4","2.7"
"Sodankylä Tähtelä","2023","02","11","04:57","1.2","65","0","-19.2","83","-21.4","2.7"
"Sodankylä Tähtelä","2023","02","11","04:58","1.1","65","0","-19.2","83","-21.4","2.7"
"Sodankylä Tähtelä","2023","02","11","04:59","1.1","65","0","-19.2","83","-21.4","2.4"
"Sodankylä Tähtelä","2023","02","11","05:00","1.1","65","0","-19.2","83","-21.3","2.4"
"Sodankylä Tähtelä","2023","02","11","05:01","1.1","65","0","-19.2","84","-21.3","2.4"
"Sodankylä Tähtelä","2023","02","11","05:02","1.1","65","0","-19.2","84","-21.3","2.4"
"Sodankylä Tähtelä","2023","02","11","05:03","1.1","65","0","-19.2","84","-21.2","2.4"
"Sodankylä Tähtelä","2023","02","11","05:04","1.1","65","0","-19.2","84","-21.2","2.4"
"Sodankylä Tähtelä","2023","02","11","05:05","1","65","0","-19.2","84","-21.2","2"
"Sodankylä Tähtelä","2023","02","11","05:06","1","65","0","-19.2","84","-21.2","2"
"Sodankylä Tähtelä","2023","02","11","05:07","1","65","0","-19.2","84","-21.2","2"
"Sodankylä Tähtelä","2023","02","11","05:08","1.1","65","0","-19.2","84","-21.2","2.1"
"Sodankylä Tähtelä","2023","02","11","05:09","1.1","65","0","-19.2","84","-21.3","2.1"
"Sodankylä Tähtelä","2023","02","11","05:10","1.1","65","0","-19.2","84","-21.2","2.1"
"Sodankylä Tähtelä","2023","02","11","05:11","1.3","65","0","-19.2","84","-21.2","2.9"
"Sodankylä Tähtelä","2023","02","11","05:12","1.3","65","0","-19.2","84","-21.2","2.9"
"Sodankylä Tähtelä","2023","02","11","05:13","1.4","65","0","-19.2","84","-21.2","2.9"
"Sodankylä Tähtelä","2023","02","11","05:14","1.5","65","0","-19.2","84","-21.2","2.9"
"Sodankylä Tähtelä","2023","02","11","05:15","1.6","65","0","-19.2","84","-21.2","2.9"
"Sodankylä Tähtelä","2023","02","11","05:16","1.8","65","0","-19.2","84","-21.2","3.1"
"Sodankylä Tähtelä","2023","02","11","05:17","1.9","65","0","-19.2","84","-21.2","4.1"
"Sodankylä Tähtelä","2023","02","11","05:18","1.9","65","0","-19.2","84","-21.3","4.1"
"Sodankylä Tähtelä","2023","02","11","05:19","2","65","0","-19.3","84","-21.3","4.1"
"Sodankylä Tähtelä","2023","02","11","05:20","2.1","64","0","-19.3","84","-21.3","4.1"
"Sodankylä Tähtelä","2023","02","11","05:21","2.1","64","0","-19.2","84","-21.3","4.1"
"Sodankylä Tähtelä","2023","02","11","05:22","2.2","64","0","-19.2","84","-21.2","4.1"
"Sodankylä Tähtelä","2023","02","11","05:23","2.1","65","0","-19.2","84","-21.2","4.1"
"Sodankylä Tähtelä","2023","02","11","05:24","2","65","0","-19.3","84","-21.3","4.1"
"Sodankylä Tähtelä","2023","02","11","05:25","1.9","65","0","-19.3","84","-21.4","4.1"
"Sodankylä Tähtelä","2023","02","11","05:26","1.8","65","0","-19.3","84","-21.4","4.1"
"Sodankylä Tähtelä","2023","02","11","05:27","1.6","65","0","-19.4","83","-21.5","2.9"
"Sodankylä Tähtelä","2023","02","11","05:28","1.5","64","0","-19.4","83","-21.5","2.9"
"Sodankylä Tähtelä","2023","02","11","05:29","1.3","65","0","-19.4","83","-21.6","2.9"
"Sodankylä Tähtelä","2023","02","11","05:30","1.1","65","0","-19.5","83","-21.6","2.9"
"Sodankylä Tähtelä","2023","02","11","05:31","1","65","0","-19.5","83","-21.7","2.9"
"Sodankylä Tähtelä","2023","02","11","05:32","0.9","65","0","-19.5","83","-21.8","2.5"
"Sodankylä Tähtelä","2023","02","11","05:33","0.8","65","0","-19.6","82","-21.8","1.8"
"Sodankylä Tähtelä","2023","02","11","05:34","0.7","65","0","-19.6","82","-21.8","1.5"
"Sodankylä Tähtelä","2023","02","11","05:35","0.8","65","0","-19.6","82","-21.9","1.4"
"Sodankylä Tähtelä","2023","02","11","05:36","0.8","65","0","-19.6","82","-21.9","1.4"
"Sodankylä Tähtelä","2023","02","11","05:37","0.8","65","0","-19.6","82","-21.9","1.4"
"Sodankylä Tähtelä","2023","02","11","05:38","0.9","65","0","-19.6","83","-21.9","1.4"
"Sodankylä Tähtelä","2023","02","11","05:39","0.9","65","0","-19.6","83","-21.8","1.4"
"Sodankylä Tähtelä","2023","02","11","05:40","0.9","65","0","-19.7","83","-21.8","1.4"
"Sodankylä Tähtelä","2023","02","11","05:41","1","64","0","-19.7","83","-21.9","1.5"
"Sodankylä Tähtelä","2023","02","11","05:42","1","65","0","-19.7","83","-21.9","1.5"
"Sodankylä Tähtelä","2023","02","11","05:43","1.1","64","0","-19.7","83","-21.9","1.5"
"Sodankylä Tähtelä","2023","02","11","05:44","1.1","64","0","-19.7","82","-21.9","1.5"
"Sodankylä Tähtelä","2023","02","11","05:45","1.1","64","0","-19.7","83","-21.9","1.5"
"Sodankylä Tähtelä","2023","02","11","05:46","1.1","64","0","-19.7","83","-22","2.2"
"Sodankylä Tähtelä","2023","02","11","05:47","1.2","64","0","-19.7","83","-21.9","2.2"
"Sodankylä Tähtelä","2023","02","11","05:48","1.3","64","0","-19.7","83","-21.9","2.2"
"Sodankylä Tähtelä","2023","02","11","05:49","1.4","64","0","-19.7","83","-21.9","2.3"
"Sodankylä Tähtelä","2023","02","11","05:50","1.4","64","0","-19.7","83","-21.9","2.3"
"Sodankylä Tähtelä","2023","02","11","05:51","1.5","64","0","-19.7","83","-21.9","2.3"
"Sodankylä Tähtelä","2023","02","11","05:52","1.5","64","0","-19.7","83","-21.8","2.3"
"Sodankylä Tähtelä","2023","02","11","05:53","1.6","64","0","-19.7","83","-21.8","2.3"
"Sodankylä Tähtelä","2023","02","11","05:54","1.6","64","0","-19.7","83","-21.8","2.3"
"Sodankylä Tähtelä","2023","02","11","05:55","1.6","64","0","-19.7","83","-21.8","2.3"
"Sodankylä Tähtelä","2023","02","11","05:56","1.6","64","0","-19.8","83","-21.9","2.3"
"Sodankylä Tähtelä","2023","02","11","05:57","1.6","64","0","-19.8","83","-21.9","2.3"
"Sodankylä Tähtelä","2023","02","11","05:58","1.6","64","0","-19.8","83","-22","2.3"
"Sodankylä Tähtelä","2023","02","11","05:59","1.6","64","0","-19.8","83","-22","2.3"
"Sodankylä Tähtelä","2023","02","11","06:00","1.6","64","0","-19.8","83","-22","2.3"
"Sodankylä Tähtelä","2023","02","11","06:01","1.6","64","0","-19.8","83","-22","2.3"
"Sodankylä Tähtelä","2023","02","11","06:02","1.6","64","0","-19.8","83","-22","2.3"
"Sodankylä Tähtelä","2023","02","11","06:03","1.7","64","0","-19.9","83","-22","2.6"
"Sodankylä Tähtelä","2023","02","11","06:04","1.7","64","0","-19.9","83","-22","2.6"
"Sodankylä Tähtelä","2023","02","11","06:05","1.7","64","0","-19.9","83","-22.1","2.6"
"Sodankylä Tähtelä","2023","02","11","06:06","1.7","64","0","-19.9","83","-22.1","2.6"
"Sodankylä Tähtelä","2023","02","11","06:07","1.6","64","0","-19.9","83","-22.1","2.6"
"Sodankylä Tähtelä","2023","02","11","06:08","1.6","64","0","-19.9","83","-22.1","2.6"
"Sodankylä Tähtelä","2023","02","11","06:09","1.6","64","0","-19.9","83","-22.1","2.6"
"Sodankylä Tähtelä","2023","02","11","06:10","1.6","64","0","-19.9","83","-22.1","2.6"
"Sodankylä Tähtelä","2023","02","11","06:11","1.6","64","0","-19.9","83","-22.1","2.6"
"Sodankylä Tähtelä","2023","02","11","06:12","1.5","64","0","-19.9","83","-22.1","2.6"
"Sodankylä Tähtelä","2023","02","11","06:13","1.5","64","0","-19.9","83","-22.1","2.1"
"Sodankylä Tähtelä","2023","02","11","06:14","1.4","65","0","-19.9","83","-22.1","2.1"
"Sodankylä Tähtelä","2023","02","11","06:15","1.3","65","0","-19.9","83","-22.1","2.1"
"Sodankylä Tähtelä","2023","02","11","06:16","1.2","65","0","-20","83","-22.1","2.1"
"Sodankylä Tähtelä","2023","02","11","06:17","1.1","65","0","-20","83","-22.1","2.1"
"Sodankylä Tähtelä","2023","02","11","06:18","1.1","65","0","-20","83","-22.1","2.1"
"Sodankylä Tähtelä","2023","02","11","06:19","1","65","0","-20","83","-22.2","2.1"
"Sodankylä Tähtelä","2023","02","11","06:20","0.9","65","0","-20","83","-22.2","2.1"
"Sodankylä Tähtelä","2023","02","11","06:21","0.9","65","0","-20","83","-22.2","1.7"
"Sodankylä Tähtelä","2023","02","11","06:22","0.8","64","0","-20.1","83","-22.2","1.4"
"Sodankylä Tähtelä","2023","02","11","06:23","0.8","64","0","-20.1","83","-22.3","1.4"
"Sodankylä Tähtelä","2023","02","11","06:24","0.7","64","0","-20.1","82","-22.3","1.2"
"Sodankylä Tähtelä","2023","02","11","06:25","0.7","64","0","-20.1","82","-22.3","1.2"
"Sodankylä Tähtelä","2023","02","11","06:26","0.7","64","0","-20.2","82","-22.4","1.2"
"Sodankylä Tähtelä","2023","02","11","06:27","0.6","64","0","-20.2","82","-22.4","1.2"
